first,second,third,four,five,six,seven,eight,nine,ten,output
90,100,310,300,431.39,313.21,325.73,134.54,-81.86989765,80,"[0, 1, 0, 0]"
100,100,300,300,424.26,316.23,316.23,141.42,-90,70,"[0, 1, 0, 0]"
110,100,290,300,417.25,319.53,306.76,148.66,-98.13010235,60,"[0, 1, 0, 0]"
120,100,280,300,410.37,323.11,297.32,156.2,-105.9453959,50,"[0, 1, 0, 0]"
130,100,270,300,403.61,326.96,287.92,164.01,-113.1985905,40,"[0, 1, 0, 0]"
140,100,260,300,396.99,331.06,278.57,172.05,-119.7448813,30,"[0, 1, 0, 0]"
150,100,250,300,390.51,335.41,269.26,180.28,-125.5376778,20,"[0, 1, 0, 0]"
160,100,240,300,384.19,340,260,188.68,-130.6012946,10,"[0, 1, 0, 0]"
170,100,230,300,378.02,344.82,250.8,197.23,-135,0,"[0, 1, 0, 0]"
180,100,220,300,372.02,349.86,241.66,205.91,-121.6075022,125.3,"[0, 1, 0, 0]"
190,100,210,300,366.2,355.11,232.59,214.71,-124.6951535,116.62,"[0, 1, 0, 0]"
200,100,200,300,360.56,360.56,223.61,223.61,-127.568592,108.17,"[0, 1, 0, 0]"
210,100,190,300,355.11,366.2,214.71,232.59,-130.2363583,100,"[0, 1, 0, 0]"
220,100,180,300,349.86,372.02,205.91,241.66,-132.70939,92.2,"[0, 1, 0, 0]"
230,100,170,300,344.82,378.02,197.23,250.8,-135,84.85,"[0, 1, 0, 0]"
240,100,160,300,340,384.19,188.68,260,-137.1210964,78.1,"[0, 1, 0, 0]"
250,100,150,300,335.41,390.51,180.28,269.26,-139.0856168,72.11,"[0, 1, 0, 0]"
260,100,140,300,331.06,396.99,172.05,278.57,-140.9061411,67.08,"[0, 1, 0, 0]"
270,100,130,300,326.96,403.61,164.01,287.92,-142.5946434,63.25,"[0, 1, 0, 0]"
280,100,120,300,323.11,410.37,156.2,297.32,-144.162347,60.83,"[0, 1, 0, 0]"
290,100,110,300,319.53,417.25,148.66,306.76,-145.6196553,60,"[0, 1, 0, 0]"
290,110,110,290,310.16,410.12,155.56,310.16,-144.162347,50,"[1, 0, 0, 0]"
290,120,110,280,300.83,403.11,162.79,313.85,-142.5946434,40,"[1, 0, 0, 0]"
290,130,110,270,291.55,396.23,170.29,317.8,-140.9061411,30,"[1, 0, 0, 0]"
290,140,110,260,282.31,389.49,178.04,322.02,-139.0856168,20,"[1, 0, 0, 0]"
290,150,110,250,273.13,382.88,186.01,326.5,-137.1210964,10,"[1, 0, 0, 0]"
290,160,110,240,264.01,376.43,194.16,331.21,-135,0,"[1, 0, 0, 0]"
290,170,110,230,254.95,370.14,202.48,336.15,157.3801351,213.78,"[1, 0, 0, 0]"
290,180,110,220,245.97,364.01,210.95,341.32,155.5560452,203.96,"[1, 0, 0, 0]"
290,190,110,210,237.07,358.05,219.54,346.7,153.4349488,194.16,"[1, 0, 0, 0]"
290,200,110,200,228.25,352.28,228.25,352.28,150.9453959,184.39,"[1, 0, 0, 0]"
290,210,110,190,219.54,346.7,237.07,358.05,147.9946168,174.64,"[1, 0, 0, 0]"
290,220,110,180,210.95,341.32,245.97,364.01,144.4623222,164.92,"[1, 0, 0, 0]"
290,230,110,170,202.48,336.15,254.95,370.14,140.1944289,155.24,"[1, 0, 0, 0]"
290,240,110,160,194.16,331.21,264.01,376.43,135,145.6,"[1, 0, 0, 0]"
290,250,110,150,186.01,326.5,273.13,382.88,128.6598083,136.01,"[1, 0, 0, 0]"
290,260,110,140,178.04,322.02,282.31,389.49,120.9637565,126.49,"[1, 0, 0, 0]"
290,270,110,130,170.29,317.8,291.55,396.23,111.8014095,117.05,"[1, 0, 0, 0]"
290,280,110,120,162.79,313.85,300.83,403.11,101.3099325,107.7,"[1, 0, 0, 0]"
290,290,110,110,155.56,310.16,310.16,410.12,90,98.49,"[1, 0, 0, 0]"
290,300,110,100,148.66,306.76,319.53,417.25,78.69006753,89.44,"[1, 0, 0, 0]"
290,310,110,90,142.13,303.64,328.94,424.5,68.19859051,80.62,"[1, 0, 0, 0]"
290,320,110,80,136.01,300.83,338.38,431.86,59.03624347,72.11,"[1, 0, 0, 0]"
290,330,110,70,130.38,298.33,347.85,439.32,51.34019175,64.03,"[1, 0, 0, 0]"
290,340,110,60,125.3,296.14,357.35,446.88,45,56.57,"[1, 0, 0, 0]"
290,350,110,50,120.83,294.28,366.88,454.53,39.80557109,50,"[1, 0, 0, 0]"
290,360,110,40,117.05,292.75,376.43,462.28,35.53767779,44.72,"[1, 0, 0, 0]"
290,370,110,30,114.02,291.55,386.01,470.11,32.00538321,41.23,"[1, 0, 0, 0]"
300,370,100,30,104.4,301.5,383.28,476.34,35.53767779,31.62,"[0, 1, 0, 0]"
310,370,90,30,94.87,311.45,380.79,482.7,39.80557109,22.36,"[0, 1, 0, 0]"
320,370,80,30,85.44,321.4,378.55,489.18,45,14.14,"[0, 1, 0, 0]"
320,380,80,20,82.46,320.62,388.33,496.79,39.80557109,10,"[1, 0, 0, 0]"
330,380,70,20,72.8,330.61,386.39,503.29,45,0,"[0, 1, 0, 0]"
340,380,60,20,63.25,340.59,384.71,509.9,45,212.13,"[0, 1, 0, 0]"
340,370,60,30,67.08,341.32,374.83,502.49,53.13010235,205.18,"[0, 0, 1, 0]"
340,360,60,40,72.11,342.34,364.97,495.18,63.43494882,198.49,"[0, 0, 1, 0]"
340,350,60,50,78.1,343.66,355.11,487.95,75.96375653,192.09,"[0, 0, 1, 0]"
340,340,60,60,84.85,345.25,345.25,480.83,90,186.01,"[0, 0, 1, 0]"
340,330,60,70,92.2,347.13,335.41,473.81,104.0362435,180.28,"[0, 0, 1, 0]"
340,320,60,80,100,349.28,325.58,466.9,116.5650512,174.93,"[0, 0, 1, 0]"
340,310,60,90,108.17,351.71,315.75,460.11,126.8698976,170,"[0, 0, 1, 0]"
340,300,60,100,116.62,354.4,305.94,453.43,135,165.53,"[0, 0, 1, 0]"
340,290,60,110,125.3,357.35,296.14,446.88,141.3401917,161.55,"[0, 0, 1, 0]"
340,280,60,120,134.16,360.56,286.36,440.45,146.3099325,158.11,"[0, 0, 1, 0]"
340,270,60,130,143.18,364.01,276.59,434.17,150.2551187,155.24,"[0, 0, 1, 0]"
340,260,60,140,152.32,367.7,266.83,428.02,153.4349488,152.97,"[0, 0, 1, 0]"
340,250,60,150,161.55,371.62,257.1,422.02,156.037511,151.33,"[0, 0, 1, 0]"
340,240,60,160,170.88,375.77,247.39,416.17,158.1985905,150.33,"[0, 0, 1, 0]"
340,230,60,170,180.28,380.13,237.7,410.49,160.0168935,150,"[0, 0, 1, 0]"
340,220,60,180,189.74,384.71,228.04,404.97,161.5650512,150.33,"[0, 0, 1, 0]"
340,210,60,190,199.25,389.49,218.4,399.62,162.897271,151.33,"[0, 0, 1, 0]"
340,200,60,200,208.81,394.46,208.81,394.46,164.0546041,152.97,"[0, 0, 1, 0]"
340,190,60,210,218.4,399.62,199.25,389.49,165.0685828,155.24,"[0, 0, 1, 0]"
340,180,60,220,228.04,404.97,189.74,384.71,165.9637565,158.11,"[0, 0, 1, 0]"
330,180,70,220,230.87,396.61,193.13,375.9,165.0685828,148.66,"[0, 0, 0, 1]"
320,180,80,220,234.09,388.33,196.98,367.15,164.0546041,139.28,"[0, 0, 0, 1]"
310,180,90,220,237.7,380.13,201.25,358.47,162.897271,130,"[0, 0, 0, 1]"
300,180,100,220,241.66,372.02,205.91,349.86,161.5650512,120.83,"[0, 0, 0, 1]"
290,180,110,220,245.97,364.01,210.95,341.32,160.0168935,111.8,"[0, 0, 0, 1]"
280,180,120,220,250.6,356.09,216.33,332.87,158.1985905,102.96,"[0, 0, 0, 1]"
270,180,130,220,255.54,348.28,222.04,324.5,156.037511,94.34,"[0, 0, 0, 1]"
260,180,140,220,260.77,340.59,228.04,316.23,153.4349488,86.02,"[0, 0, 0, 1]"
250,180,150,220,266.27,333.02,234.31,308.06,150.2551187,78.1,"[0, 0, 0, 1]"
240,180,160,220,272.03,325.58,240.83,300,146.3099325,70.71,"[0, 0, 0, 1]"
230,180,170,220,278.03,318.28,247.59,292.06,141.3401917,64.03,"[0, 0, 0, 1]"
220,180,180,220,284.25,311.13,254.56,284.25,135,58.31,"[0, 0, 0, 1]"
210,180,190,220,290.69,304.14,261.73,276.59,126.8698976,53.85,"[0, 0, 0, 1]"
200,180,200,220,297.32,297.32,269.07,269.07,116.5650512,50.99,"[0, 0, 0, 1]"
190,180,210,220,304.14,290.69,276.59,261.73,104.0362435,50,"[0, 0, 0, 1]"
190,190,210,210,296.98,283.2,283.2,268.7,90,40,"[1, 0, 0, 0]"
190,200,210,200,290,275.86,290,275.86,75.96375653,30,"[1, 0, 0, 0]"
190,210,210,190,283.2,268.7,296.98,283.2,63.43494882,20,"[1, 0, 0, 0]"
190,220,210,180,276.59,261.73,304.14,290.69,53.13010235,10,"[1, 0, 0, 0]"
190,230,210,170,270.19,254.95,311.45,298.33,45,0,"[1, 0, 0, 0]"
190,240,210,160,264.01,248.39,318.9,306.1,-78.69006753,212.6,"[1, 0, 0, 0]"
190,250,210,150,258.07,242.07,326.5,314.01,-76.50426672,219.32,"[1, 0, 0, 0]"
190,260,210,140,252.39,236.01,334.22,322.02,-74.35775354,226.27,"[1, 0, 0, 0]"
190,270,210,130,246.98,230.22,342.05,330.15,-72.25532837,233.45,"[1, 0, 0, 0]"
190,280,210,120,241.87,224.72,350,338.38,-70.20112365,240.83,"[1, 0, 0, 0]"
190,290,210,110,237.07,219.54,358.05,346.7,-68.19859051,248.39,"[1, 0, 0, 0]"
200,290,200,110,228.25,228.25,352.28,352.28,-70.20112365,242.07,"[0, 1, 0, 0]"
210,290,190,110,219.54,237.07,346.7,358.05,-72.25532837,236.01,"[0, 1, 0, 0]"
220,290,180,110,210.95,245.97,341.32,364.01,-74.35775354,230.22,"[0, 1, 0, 0]"
230,290,170,110,202.48,254.95,336.15,370.14,-76.50426672,224.72,"[0, 1, 0, 0]"
240,290,160,110,194.16,264.01,331.21,376.43,-78.69006753,219.54,"[0, 1, 0, 0]"
250,290,150,110,186.01,273.13,326.5,382.88,-80.90972308,214.71,"[0, 1, 0, 0]"
260,290,140,110,178.04,282.31,322.02,389.49,-83.15722659,210.24,"[0, 1, 0, 0]"
270,290,130,110,170.29,291.55,317.8,396.23,-85.42607874,206.16,"[0, 1, 0, 0]"
280,290,120,110,162.79,300.83,313.85,403.11,-87.70938996,202.48,"[0, 1, 0, 0]"
290,290,110,110,155.56,310.16,310.16,410.12,-90,199.25,"[0, 1, 0, 0]"
300,290,100,110,148.66,319.53,306.76,417.25,-92.29061004,196.47,"[0, 1, 0, 0]"
310,290,90,110,142.13,328.94,303.64,424.5,-94.57392126,194.16,"[0, 1, 0, 0]"
320,290,80,110,136.01,338.38,300.83,431.86,-96.84277341,192.35,"[0, 1, 0, 0]"
330,290,70,110,130.38,347.85,298.33,439.32,-99.09027692,191.05,"[0, 1, 0, 0]"
340,290,60,110,125.3,357.35,296.14,446.88,-101.3099325,190.26,"[0, 1, 0, 0]"
350,290,50,110,120.83,366.88,294.28,454.53,-103.4957333,190,"[0, 1, 0, 0]"
360,290,40,110,117.05,376.43,292.75,462.28,-105.6422465,190.26,"[0, 1, 0, 0]"
360,280,40,120,126.49,379.47,282.84,456.07,-107.7446716,180.28,"[0, 0, 1, 0]"
360,270,40,130,136.01,382.75,272.95,450,-109.7988764,170.29,"[0, 0, 1, 0]"
360,260,40,140,145.6,386.26,263.06,444.07,-111.8014095,160.31,"[0, 0, 1, 0]"
360,250,40,150,155.24,390,253.18,438.29,-113.7494945,150.33,"[0, 0, 1, 0]"
360,240,40,160,164.92,393.95,243.31,432.67,-115.6410058,140.36,"[0, 0, 1, 0]"
360,230,40,170,174.64,398.12,233.45,427.2,-117.4744316,130.38,"[0, 0, 1, 0]"
360,220,40,180,184.39,402.49,223.61,421.9,-119.2488263,120.42,"[0, 0, 1, 0]"
360,210,40,190,194.16,407.06,213.78,416.77,-120.9637565,110.45,"[0, 0, 1, 0]"
360,200,40,200,203.96,411.83,203.96,411.83,-122.6192431,100.5,"[0, 0, 1, 0]"
360,190,40,210,213.78,416.77,194.16,407.06,-124.2157021,90.55,"[0, 0, 1, 0]"
360,180,40,220,223.61,421.9,184.39,402.49,-125.7538873,80.62,"[0, 0, 1, 0]"
360,170,40,230,233.45,427.2,174.64,398.12,-127.234834,70.71,"[0, 0, 1, 0]"
360,160,40,240,243.31,432.67,164.92,393.95,-128.6598083,60.83,"[0, 0, 1, 0]"
360,150,40,250,253.18,438.29,155.24,390,-130.0302593,50.99,"[0, 0, 1, 0]"
360,140,40,260,263.06,444.07,145.6,386.26,-131.3477772,41.23,"[0, 0, 1, 0]"
360,130,40,270,272.95,450,136.01,382.75,-132.614056,31.62,"[0, 0, 1, 0]"
360,120,40,280,282.84,456.07,126.49,379.47,-133.8308607,22.36,"[0, 0, 1, 0]"
360,110,40,290,292.75,462.28,117.05,376.43,-135,14.14,"[0, 0, 1, 0]"
360,100,40,300,302.65,468.61,107.7,373.63,-136.1233027,10,"[0, 0, 1, 0]"
350,100,50,300,304.14,460.98,111.8,364.01,-135,0,"[0, 0, 0, 1]"
340,100,60,300,305.94,453.43,116.62,354.4,-151.5570714,143.18,"[0, 0, 0, 1]"
330,100,70,300,308.06,445.98,122.07,344.82,-150.524111,133.42,"[0, 0, 0, 1]"
320,100,80,300,310.48,438.63,128.06,335.26,-149.4207731,123.69,"[0, 0, 0, 1]"
310,100,90,300,313.21,431.39,134.54,325.73,-148.2405199,114.02,"[0, 0, 0, 1]"
300,100,100,300,316.23,424.26,141.42,316.23,-146.9761324,104.4,"[0, 0, 0, 1]"
290,100,110,300,319.53,417.25,148.66,306.76,-145.6196553,94.87,"[0, 0, 0, 1]"
290,90,110,310,328.94,424.5,142.13,303.64,-146.9761324,92.2,"[0, 0, 1, 0]"
290,80,110,320,338.38,431.86,136.01,300.83,-148.2405199,90.55,"[0, 0, 1, 0]"
290,70,110,330,347.85,439.32,130.38,298.33,-149.4207731,90,"[0, 0, 1, 0]"
280,70,120,330,351.14,432.78,138.92,288.62,-148.2405199,80,"[0, 0, 0, 1]"
270,70,130,330,354.68,426.38,147.65,278.93,-146.9761324,70,"[0, 0, 0, 1]"
260,70,140,330,358.47,420.12,156.52,269.26,-145.6196553,60,"[0, 0, 0, 1]"
250,70,150,330,362.49,414,165.53,259.62,-144.162347,50,"[0, 0, 0, 1]"
240,70,160,330,366.74,408.04,174.64,250,-142.5946434,40,"[0, 0, 0, 1]"
230,70,170,330,371.21,402.24,183.85,240.42,-140.9061411,30,"[0, 0, 0, 1]"
220,70,180,330,375.9,396.61,193.13,230.87,-139.0856168,20,"[0, 0, 0, 1]"
210,70,190,330,380.79,391.15,202.48,221.36,-137.1210964,10,"[0, 0, 0, 1]"
200,70,200,330,385.88,385.88,211.9,211.9,-135,0,"[0, 0, 0, 1]"
190,70,210,330,391.15,380.79,221.36,202.48,165.9637565,160.31,"[0, 0, 0, 1]"
190,80,210,320,382.75,372.16,224.72,206.16,164.7448813,150.33,"[1, 0, 0, 0]"
190,90,210,310,374.43,363.59,228.47,210.24,163.3007558,140.36,"[1, 0, 0, 0]"
190,100,210,300,366.2,355.11,232.59,214.71,161.5650512,130.38,"[1, 0, 0, 0]"
190,110,210,290,358.05,346.7,237.07,219.54,159.4439548,120.42,"[1, 0, 0, 0]"
200,110,200,290,352.28,352.28,228.25,228.25,161.5650512,120,"[0, 1, 0, 0]"
190,110,210,290,358.05,346.7,237.07,219.54,159.4439548,120.42,"[0, 0, 0, 1]"
