first,second,third,four,five,six,seven,eight,nine,ten,output
60,220,340,180,384.71,189.74,404.97,228.04,-53.97262661,281.78,"[1, 0, 0, 0]"
60,230,340,170,380.13,180.28,410.49,237.7,-52.30575953,286.53,"[1, 0, 0, 0]"
60,240,340,160,375.77,170.88,416.17,247.39,-50.71059314,291.55,"[1, 0, 0, 0]"
60,250,340,150,371.62,161.55,422.02,257.1,-49.18491613,296.82,"[1, 0, 0, 0]"
60,260,340,140,367.7,152.32,428.02,266.83,-47.72631099,302.32,"[1, 0, 0, 0]"
70,260,330,140,358.47,156.52,420.12,269.26,-49.18491613,294.11,"[0, 1, 0, 0]"
80,260,320,140,349.28,161.25,412.31,272.03,-50.71059314,286.01,"[0, 1, 0, 0]"
90,260,310,140,340.15,166.43,404.6,275.14,-52.30575953,278.03,"[0, 1, 0, 0]"
100,260,300,140,331.06,172.05,396.99,278.57,-53.97262661,270.19,"[0, 1, 0, 0]"
110,260,290,140,322.02,178.04,389.49,282.31,-55.71312302,262.49,"[0, 1, 0, 0]"
120,260,280,140,313.05,184.39,382.1,286.36,-57.52880771,254.95,"[0, 1, 0, 0]"
130,260,270,140,304.14,191.05,374.83,290.69,-59.42077313,247.59,"[0, 1, 0, 0]"
140,260,260,140,295.3,197.99,367.7,295.3,-61.38954033,240.42,"[0, 1, 0, 0]"
150,260,250,140,286.53,205.18,360.69,300.17,-63.43494882,233.45,"[0, 1, 0, 0]"
160,260,240,140,277.85,212.6,353.84,305.29,-65.55604522,226.72,"[0, 1, 0, 0]"
170,260,230,140,269.26,220.23,347.13,310.64,-67.75097634,220.23,"[0, 1, 0, 0]"
180,260,220,140,260.77,228.04,340.59,316.23,-70.01689348,214.01,"[0, 1, 0, 0]"
190,260,210,140,252.39,236.01,334.22,322.02,-72.34987578,208.09,"[0, 1, 0, 0]"
200,260,200,140,244.13,244.13,328.02,328.02,-74.7448813,202.48,"[0, 1, 0, 0]"
210,260,190,140,236.01,252.39,322.02,334.22,-77.19573393,197.23,"[0, 1, 0, 0]"
220,260,180,140,228.04,260.77,316.23,340.59,-79.69515353,192.35,"[0, 1, 0, 0]"
230,260,170,140,220.23,269.26,310.64,347.13,-82.23483398,187.88,"[0, 1, 0, 0]"
240,260,160,140,212.6,277.85,305.29,353.84,-84.80557109,183.85,"[0, 1, 0, 0]"
250,260,150,140,205.18,286.53,300.17,360.69,-87.3974378,180.28,"[0, 1, 0, 0]"
260,260,140,140,197.99,295.3,295.3,367.7,-90,177.2,"[0, 1, 0, 0]"
270,260,130,140,191.05,304.14,290.69,374.83,-92.6025622,174.64,"[0, 1, 0, 0]"
280,260,120,140,184.39,313.05,286.36,382.1,-95.19442891,172.63,"[0, 1, 0, 0]"
290,260,110,140,178.04,322.02,282.31,389.49,-97.76516602,171.17,"[0, 1, 0, 0]"
300,260,100,140,172.05,331.06,278.57,396.99,-100.3048465,170.29,"[0, 1, 0, 0]"
310,260,90,140,166.43,340.15,275.14,404.6,-102.8042661,170,"[0, 1, 0, 0]"
310,250,90,150,174.93,344.38,265.71,398.25,-105.2551187,160,"[0, 0, 1, 0]"
310,240,90,160,183.58,348.86,256.32,392.05,-107.6501242,150,"[0, 0, 1, 0]"
310,230,90,170,192.35,353.55,246.98,386.01,-109.9831065,140,"[0, 0, 1, 0]"
310,220,90,180,201.25,358.47,237.7,380.13,-112.2490237,130,"[0, 0, 1, 0]"
310,210,90,190,210.24,363.59,228.47,374.43,-114.4439548,120,"[0, 0, 1, 0]"
310,200,90,200,219.32,368.92,219.32,368.92,-116.5650512,110,"[0, 0, 1, 0]"
310,190,90,210,228.47,374.43,210.24,363.59,-118.6104597,100,"[0, 0, 1, 0]"
310,180,90,220,237.7,380.13,201.25,358.47,-120.5792269,90,"[0, 0, 1, 0]"
310,170,90,230,246.98,386.01,192.35,353.55,-122.4711923,80,"[0, 0, 1, 0]"
310,160,90,240,256.32,392.05,183.58,348.86,-124.286877,70,"[0, 0, 1, 0]"
310,150,90,250,265.71,398.25,174.93,344.38,-126.0273734,60,"[0, 0, 1, 0]"
310,140,90,260,275.14,404.6,166.43,340.15,-127.6942405,50,"[0, 0, 1, 0]"
310,130,90,270,284.6,411.1,158.11,336.15,-129.2894069,40,"[0, 0, 1, 0]"
310,120,90,280,294.11,417.73,150,332.42,-130.8150839,30,"[0, 0, 1, 0]"
310,110,90,290,303.64,424.5,142.13,328.94,-132.273689,20,"[0, 0, 1, 0]"
310,100,90,300,313.21,431.39,134.54,325.73,-133.6677801,10,"[0, 0, 1, 0]"
310,90,90,310,322.8,438.41,127.28,322.8,-135,0,"[0, 0, 1, 0]"
300,90,100,310,325.73,431.39,134.54,313.21,154.5366549,290.69,"[0, 0, 0, 1]"
290,90,110,310,328.94,424.5,142.13,303.64,153.4349488,290.17,"[0, 0, 0, 1]"
280,90,120,310,332.42,417.73,150,294.11,152.2414594,290,"[0, 0, 0, 1]"
280,100,120,300,323.11,410.37,156.2,297.32,150.9453959,280,"[1, 0, 0, 0]"
280,110,120,290,313.85,403.11,162.79,300.83,149.5344551,270,"[1, 0, 0, 0]"
280,120,120,280,304.63,395.98,169.71,304.63,147.9946168,260,"[1, 0, 0, 0]"
280,130,120,270,295.47,388.97,176.92,308.71,146.3099325,250,"[1, 0, 0, 0]"
280,140,120,260,286.36,382.1,184.39,313.05,144.4623222,240,"[1, 0, 0, 0]"
280,150,120,250,277.31,375.37,192.09,317.65,142.431408,230,"[1, 0, 0, 0]"
280,160,120,240,268.33,368.78,200,322.49,140.1944289,220,"[1, 0, 0, 0]"
280,170,120,230,259.42,362.35,208.09,327.57,137.726311,210,"[1, 0, 0, 0]"
280,180,120,220,250.6,356.09,216.33,332.87,135,200,"[1, 0, 0, 0]"
280,190,120,210,241.87,350,224.72,338.38,131.9872125,190,"[1, 0, 0, 0]"
280,200,120,200,233.24,344.09,233.24,344.09,128.6598083,180,"[1, 0, 0, 0]"
280,210,120,190,224.72,338.38,241.87,350,124.9920202,170,"[1, 0, 0, 0]"
280,220,120,180,216.33,332.87,250.6,356.09,120.9637565,160,"[1, 0, 0, 0]"
280,230,120,170,208.09,327.57,259.42,362.35,116.5650512,150,"[1, 0, 0, 0]"
280,240,120,160,200,322.49,268.33,368.78,111.8014095,140,"[1, 0, 0, 0]"
280,250,120,150,192.09,317.65,277.31,375.37,106.6992442,130,"[1, 0, 0, 0]"
280,260,120,140,184.39,313.05,286.36,382.1,101.3099325,120,"[1, 0, 0, 0]"
280,270,120,130,176.92,308.71,295.47,388.97,95.71059314,110,"[1, 0, 0, 0]"
280,280,120,120,169.71,304.63,304.63,395.98,90,100,"[1, 0, 0, 0]"
280,290,120,110,162.79,300.83,313.85,403.11,84.28940686,90,"[1, 0, 0, 0]"
280,300,120,100,156.2,297.32,323.11,410.37,78.69006753,80,"[1, 0, 0, 0]"
280,310,120,90,150,294.11,332.42,417.73,73.30075577,70,"[1, 0, 0, 0]"
280,320,120,80,144.22,291.2,341.76,425.21,68.19859051,60,"[1, 0, 0, 0]"
280,330,120,70,138.92,288.62,351.14,432.78,63.43494882,50,"[1, 0, 0, 0]"
280,340,120,60,134.16,286.36,360.56,440.45,59.03624347,40,"[1, 0, 0, 0]"
280,350,120,50,130,284.43,370,448.22,55.0079798,30,"[1, 0, 0, 0]"
280,360,120,40,126.49,282.84,379.47,456.07,51.34019175,20,"[1, 0, 0, 0]"
280,370,120,30,123.69,281.6,388.97,464,48.0127875,10,"[1, 0, 0, 0]"
280,380,120,20,121.66,280.71,398.5,472.02,45,0,"[1, 0, 0, 0]"
280,390,120,10,120.42,280.18,408.04,480.1,66.25050551,150.33,"[1, 0, 0, 0]"
290,390,110,10,110.45,290.17,405.22,486,68.19859051,160.31,"[0, 1, 0, 0]"
300,390,100,10,100.5,300.17,402.62,492.04,70.20112365,170.29,"[0, 1, 0, 0]"
310,390,90,10,90.55,310.16,400.25,498.2,72.25532837,180.28,"[0, 1, 0, 0]"
320,390,80,10,80.62,320.16,398.12,504.48,74.35775354,190.26,"[0, 1, 0, 0]"
330,390,70,10,70.71,330.15,396.23,510.88,76.50426672,200.25,"[0, 1, 0, 0]"
330,380,70,20,72.8,330.61,386.39,503.29,78.69006753,200,"[0, 0, 1, 0]"
330,370,70,30,76.16,331.36,376.56,495.78,80.90972308,200.25,"[0, 0, 1, 0]"
330,360,70,40,80.62,332.42,366.74,488.36,83.15722659,201,"[0, 0, 1, 0]"
330,350,70,50,86.02,333.77,356.93,481.04,85.42607874,202.24,"[0, 0, 1, 0]"
330,340,70,60,92.2,335.41,347.13,473.81,87.70938996,203.96,"[0, 0, 1, 0]"
330,330,70,70,98.99,337.34,337.34,466.69,90,206.16,"[0, 0, 1, 0]"
330,320,70,80,106.3,339.56,327.57,459.67,92.29061004,208.81,"[0, 0, 1, 0]"
330,310,70,90,114.02,342.05,317.8,452.77,94.57392126,211.9,"[0, 0, 1, 0]"
330,300,70,100,122.07,344.82,308.06,445.98,96.84277341,215.41,"[0, 0, 1, 0]"
330,290,70,110,130.38,347.85,298.33,439.32,99.09027692,219.32,"[0, 0, 1, 0]"
330,280,70,120,138.92,351.14,288.62,432.78,101.3099325,223.61,"[0, 0, 1, 0]"
330,270,70,130,147.65,354.68,278.93,426.38,103.4957333,228.25,"[0, 0, 1, 0]"
320,270,80,130,152.64,345.4,281.6,418.69,101.3099325,219.54,"[0, 0, 0, 1]"
310,270,90,130,158.11,336.15,284.6,411.1,99.09027692,210.95,"[0, 0, 0, 1]"
300,270,100,130,164.01,326.96,287.92,403.61,96.84277341,202.48,"[0, 0, 0, 1]"
290,270,110,130,170.29,317.8,291.55,396.23,94.57392126,194.16,"[0, 0, 0, 1]"
280,270,120,130,176.92,308.71,295.47,388.97,92.29061004,186.01,"[0, 0, 0, 1]"
270,270,130,130,183.85,299.67,299.67,381.84,90,178.04,"[0, 0, 0, 1]"
260,270,140,130,191.05,290.69,304.14,374.83,87.70938996,170.29,"[0, 0, 0, 1]"
260,280,140,120,184.39,286.36,313.05,382.1,85.42607874,164.01,"[1, 0, 0, 0]"
260,290,140,110,178.04,282.31,322.02,389.49,83.15722659,158.11,"[1, 0, 0, 0]"
260,300,140,100,172.05,278.57,331.06,396.99,80.90972308,152.64,"[1, 0, 0, 0]"
260,310,140,90,166.43,275.14,340.15,404.6,78.69006753,147.65,"[1, 0, 0, 0]"
260,320,140,80,161.25,272.03,349.28,412.31,76.50426672,143.18,"[1, 0, 0, 0]"
260,330,140,70,156.52,269.26,358.47,420.12,74.35775354,139.28,"[1, 0, 0, 0]"
260,340,140,60,152.32,266.83,367.7,428.02,72.25532837,136.01,"[1, 0, 0, 0]"
260,350,140,50,148.66,264.76,376.96,436,70.20112365,133.42,"[1, 0, 0, 0]"
260,360,140,40,145.6,263.06,386.26,444.07,68.19859051,131.53,"[1, 0, 0, 0]"
260,370,140,30,143.18,261.73,395.6,452.22,66.25050551,130.38,"[1, 0, 0, 0]"
260,380,140,20,141.42,260.77,404.97,460.43,64.35899418,130,"[1, 0, 0, 0]"
260,390,140,10,140.36,260.19,414.37,468.72,62.52556837,130.38,"[1, 0, 0, 0]"
250,390,150,10,150.33,250.2,417.85,463.25,60.75117366,120.42,"[0, 0, 0, 1]"
240,390,160,10,160.31,240.21,421.54,457.93,59.03624347,110.45,"[0, 0, 0, 1]"
230,390,170,10,170.29,230.22,425.44,452.77,57.38075693,100.5,"[0, 0, 0, 1]"
220,390,180,10,180.28,220.23,429.53,447.77,55.78429787,90.55,"[0, 0, 0, 1]"
210,390,190,10,190.26,210.24,433.82,442.94,54.24611275,80.62,"[0, 0, 0, 1]"
200,390,200,10,200.25,200.25,438.29,438.29,52.76516602,70.71,"[0, 0, 0, 1]"
200,380,200,20,201,201,429.42,429.42,54.24611275,70,"[0, 0, 1, 0]"
190,380,210,20,210.95,191.05,434.17,424.85,52.76516602,60,"[0, 0, 0, 1]"
180,380,220,20,220.91,181.11,439.09,420.48,51.34019175,50,"[0, 0, 0, 1]"
170,380,230,20,230.87,171.17,444.18,416.29,49.96974073,40,"[0, 0, 0, 1]"
160,380,240,20,240.83,161.25,449.44,412.31,48.65222278,30,"[0, 0, 0, 1]"
150,380,250,20,250.8,151.33,454.86,408.53,47.38594403,20,"[0, 0, 0, 1]"
140,380,260,20,260.77,141.42,460.43,404.97,46.16913933,10,"[0, 0, 0, 1]"
130,380,270,20,270.74,131.53,466.15,401.62,45,0,"[0, 0, 0, 1]"
130,370,270,30,271.66,133.42,458.04,392.17,-30.25643716,286.36,"[0, 0, 1, 0]"
130,360,270,40,272.95,136.01,450,382.75,-31.32869287,282.31,"[0, 0, 1, 0]"
130,350,270,50,274.59,139.28,442.04,373.36,-32.47119229,278.57,"[0, 0, 1, 0]"
130,340,270,60,276.59,143.18,434.17,364.01,-33.69006753,275.14,"[0, 0, 1, 0]"
130,330,270,70,278.93,147.65,426.38,354.68,-34.9920202,272.03,"[0, 0, 1, 0]"
130,320,270,80,281.6,152.64,418.69,345.4,-36.38435182,269.26,"[0, 0, 1, 0]"
130,310,270,90,284.6,158.11,411.1,336.15,-37.87498365,266.83,"[0, 0, 1, 0]"
130,300,270,100,287.92,164.01,403.61,326.96,-39.47245985,264.76,"[0, 0, 1, 0]"
130,290,270,110,291.55,170.29,396.23,317.8,-41.18592517,263.06,"[0, 0, 1, 0]"
130,280,270,120,295.47,176.92,388.97,308.71,-43.02506599,261.73,"[0, 0, 1, 0]"
130,270,270,130,299.67,183.85,381.84,299.67,-45,260.77,"[0, 0, 1, 0]"
130,260,270,140,304.14,191.05,374.83,290.69,-47.1210964,260.19,"[0, 0, 1, 0]"
130,250,270,150,308.87,198.49,367.97,281.78,-49.39870535,260,"[0, 0, 1, 0]"
140,250,260,150,300.17,205.18,360.69,286.53,-51.84277341,250,"[0, 1, 0, 0]"
150,250,250,150,291.55,212.13,353.55,291.55,-54.46232221,240,"[0, 1, 0, 0]"
160,250,240,150,283.02,219.32,346.55,296.82,-57.26477373,230,"[0, 1, 0, 0]"
170,250,230,150,274.59,226.72,339.71,302.32,-60.2551187,220,"[0, 1, 0, 0]"
180,250,220,150,266.27,234.31,333.02,308.06,-63.43494882,210,"[0, 1, 0, 0]"
190,250,210,150,258.07,242.07,326.5,314.01,-66.80140949,200,"[0, 1, 0, 0]"
200,250,200,150,250,250,320.16,320.16,-70.34617594,190,"[0, 1, 0, 0]"
210,250,190,150,242.07,258.07,314.01,326.5,-74.0546041,180,"[0, 1, 0, 0]"
220,250,180,150,234.31,266.27,308.06,333.02,-77.90524292,170,"[0, 1, 0, 0]"
230,250,170,150,226.72,274.59,302.32,339.71,-81.86989765,160,"[0, 1, 0, 0]"
240,250,160,150,219.32,283.02,296.82,346.55,-85.91438322,150,"[0, 1, 0, 0]"
250,250,150,150,212.13,291.55,291.55,353.55,-90,140,"[0, 1, 0, 0]"
260,250,140,150,205.18,300.17,286.53,360.69,-94.08561678,130,"[0, 1, 0, 0]"
270,250,130,150,198.49,308.87,281.78,367.97,-98.13010235,120,"[0, 1, 0, 0]"
280,250,120,150,192.09,317.65,277.31,375.37,-102.0947571,110,"[0, 1, 0, 0]"
290,250,110,150,186.01,326.5,273.13,382.88,-105.9453959,100,"[0, 1, 0, 0]"
300,250,100,150,180.28,335.41,269.26,390.51,-109.6538241,90,"[0, 1, 0, 0]"
310,250,90,150,174.93,344.38,265.71,398.25,-113.1985905,80,"[0, 1, 0, 0]"
320,250,80,150,170,353.41,262.49,406.08,-116.5650512,70,"[0, 1, 0, 0]"
330,250,70,150,165.53,362.49,259.62,414,-119.7448813,60,"[0, 1, 0, 0]"
340,250,60,150,161.55,371.62,257.1,422.02,-122.7352263,50,"[0, 1, 0, 0]"
350,250,50,150,158.11,380.79,254.95,430.12,-125.5376778,40,"[0, 1, 0, 0]"
360,250,40,150,155.24,390,253.18,438.29,-128.1572266,30,"[0, 1, 0, 0]"
370,250,30,150,152.97,399.25,251.79,446.54,-130.6012946,20,"[0, 1, 0, 0]"
380,250,20,150,151.33,408.53,250.8,454.86,-132.8789036,10,"[0, 1, 0, 0]"
390,250,10,150,150.33,417.85,250.2,463.25,-135,0,"[0, 1, 0, 0]"
390,240,10,160,160.31,421.54,240.21,457.93,-129.8055711,276.59,"[0, 0, 1, 0]"
390,230,10,170,170.29,425.44,230.22,452.77,-131.6335393,269.07,"[0, 0, 1, 0]"
390,220,10,180,180.28,429.53,220.23,447.77,-133.363423,261.73,"[0, 0, 1, 0]"
390,210,10,190,190.26,433.82,210.24,442.94,-135,254.56,"[0, 0, 1, 0]"
390,200,10,200,200.25,438.29,200.25,438.29,-136.5481577,247.59,"[0, 0, 1, 0]"
390,190,10,210,210.24,442.94,190.26,433.82,-138.0127875,240.83,"[0, 0, 1, 0]"
390,180,10,220,220.23,447.77,180.28,429.53,-139.3987054,234.31,"[0, 0, 1, 0]"
390,170,10,230,230.22,452.77,170.29,425.44,-140.7105931,228.04,"[0, 0, 1, 0]"
390,160,10,240,240.21,457.93,160.31,421.54,-141.9529575,222.04,"[0, 0, 1, 0]"
390,150,10,250,250.2,463.25,150.33,417.85,-143.1301024,216.33,"[0, 0, 1, 0]"
390,140,10,260,260.19,468.72,140.36,414.37,-144.2461127,210.95,"[0, 0, 1, 0]"
390,130,10,270,270.19,474.34,130.38,411.1,-145.3048465,205.91,"[0, 0, 1, 0]"
390,120,10,280,280.18,480.1,120.42,408.04,-146.3099325,201.25,"[0, 0, 1, 0]"
390,110,10,290,290.17,486,110.45,405.22,-147.2647737,196.98,"[0, 0, 1, 0]"
390,100,10,300,300.17,492.04,100.5,402.62,-148.1725534,193.13,"[0, 0, 1, 0]"
390,90,10,310,310.16,498.2,90.55,400.25,-149.0362435,189.74,"[0, 0, 1, 0]"
390,80,10,320,320.16,504.48,80.62,398.12,-149.8586144,186.82,"[0, 0, 1, 0]"
390,70,10,330,330.15,510.88,70.71,396.23,-150.6422465,184.39,"[0, 0, 1, 0]"
390,60,10,340,340.15,517.4,60.83,394.59,-151.3895403,182.48,"[0, 0, 1, 0]"
390,50,10,350,350.14,524.02,50.99,393.19,-152.102729,181.11,"[0, 0, 1, 0]"
390,40,10,360,360.14,530.75,41.23,392.05,-152.7838884,180.28,"[0, 0, 1, 0]"
390,30,10,370,370.14,537.59,31.62,391.15,-153.4349488,180,"[0, 0, 1, 0]"
380,30,20,370,370.54,530.38,36.06,381.18,-152.7838884,170,"[0, 0, 0, 1]"
370,30,30,370,371.21,523.26,42.43,371.21,-152.102729,160,"[0, 0, 0, 1]"
360,30,40,370,372.16,516.24,50,361.25,-151.3895403,150,"[0, 0, 0, 1]"
350,30,50,370,373.36,509.31,58.31,351.28,-150.6422465,140,"[0, 0, 0, 1]"
340,30,60,370,374.83,502.49,67.08,341.32,-149.8586144,130,"[0, 0, 0, 1]"
330,30,70,370,376.56,495.78,76.16,331.36,-149.0362435,120,"[0, 0, 0, 1]"
320,30,80,370,378.55,489.18,85.44,321.4,-148.1725534,110,"[0, 0, 0, 1]"
310,30,90,370,380.79,482.7,94.87,311.45,-147.2647737,100,"[0, 0, 0, 1]"
300,30,100,370,383.28,476.34,104.4,301.5,-146.3099325,90,"[0, 0, 0, 1]"
290,30,110,370,386.01,470.11,114.02,291.55,-145.3048465,80,"[0, 0, 0, 1]"
280,30,120,370,388.97,464,123.69,281.6,-144.2461127,70,"[0, 0, 0, 1]"
270,30,130,370,392.17,458.04,133.42,271.66,-143.1301024,60,"[0, 0, 0, 1]"
260,30,140,370,395.6,452.22,143.18,261.73,-141.9529575,50,"[0, 0, 0, 1]"
250,30,150,370,399.25,446.54,152.97,251.79,-140.7105931,40,"[0, 0, 0, 1]"
240,30,160,370,403.11,441.02,162.79,241.87,-139.3987054,30,"[0, 0, 0, 1]"
230,30,170,370,407.19,435.66,172.63,231.95,-138.0127875,20,"[0, 0, 0, 1]"
220,30,180,370,411.46,430.46,182.48,222.04,-136.5481577,10,"[0, 0, 0, 1]"
210,30,190,370,415.93,425.44,192.35,212.13,-135,0,"[0, 0, 0, 1]"
200,30,200,370,420.59,420.59,202.24,202.24,173.2901632,332.42,"[0, 0, 0, 1]"
200,40,200,360,411.83,411.83,203.96,203.96,172.8749837,323.11,"[1, 0, 0, 0]"
200,50,200,350,403.11,403.11,206.16,206.16,172.4053566,313.85,"[1, 0, 0, 0]"
200,60,200,340,394.46,394.46,208.81,208.81,171.8698976,304.63,"[1, 0, 0, 0]"
200,70,200,330,385.88,385.88,211.9,211.9,171.2538377,295.47,"[1, 0, 0, 0]"
200,80,200,320,377.36,377.36,215.41,215.41,170.5376778,286.36,"[1, 0, 0, 0]"
200,90,200,310,368.92,368.92,219.32,219.32,169.6951535,277.31,"[1, 0, 0, 0]"
200,100,200,300,360.56,360.56,223.61,223.61,168.6900675,268.33,"[1, 0, 0, 0]"
200,110,200,290,352.28,352.28,228.25,228.25,167.4711923,259.42,"[1, 0, 0, 0]"
200,120,200,280,344.09,344.09,233.24,233.24,165.9637565,250.6,"[1, 0, 0, 0]"
200,130,200,270,336.01,336.01,238.54,238.54,164.0546041,241.87,"[1, 0, 0, 0]"
200,140,200,260,328.02,328.02,244.13,244.13,161.5650512,233.24,"[1, 0, 0, 0]"
200,150,200,250,320.16,320.16,250,250,158.1985905,224.72,"[1, 0, 0, 0]"
200,160,200,240,312.41,312.41,256.12,256.12,153.4349488,216.33,"[1, 0, 0, 0]"
200,170,200,230,304.8,304.8,262.49,262.49,146.3099325,208.09,"[1, 0, 0, 0]"
200,180,200,220,297.32,297.32,269.07,269.07,135,200,"[1, 0, 0, 0]"
200,190,200,210,290,290,275.86,275.86,116.5650512,192.09,"[1, 0, 0, 0]"
200,200,200,200,282.84,282.84,282.84,282.84,90,184.39,"[1, 0, 0, 0]"
200,210,200,190,275.86,275.86,290,290,63.43494882,176.92,"[1, 0, 0, 0]"
200,220,200,180,269.07,269.07,297.32,297.32,45,169.71,"[1, 0, 0, 0]"
200,230,200,170,262.49,262.49,304.8,304.8,33.69006753,162.79,"[1, 0, 0, 0]"
200,240,200,160,256.12,256.12,312.41,312.41,26.56505118,156.2,"[1, 0, 0, 0]"
200,250,200,150,250,250,320.16,320.16,21.80140949,150,"[1, 0, 0, 0]"
200,260,200,140,244.13,244.13,328.02,328.02,18.43494882,144.22,"[1, 0, 0, 0]"
200,270,200,130,238.54,238.54,336.01,336.01,15.9453959,138.92,"[1, 0, 0, 0]"
200,280,200,120,233.24,233.24,344.09,344.09,14.03624347,134.16,"[1, 0, 0, 0]"
200,290,200,110,228.25,228.25,352.28,352.28,12.52880771,130,"[1, 0, 0, 0]"
200,300,200,100,223.61,223.61,360.56,360.56,11.30993247,126.49,"[1, 0, 0, 0]"
200,310,200,90,219.32,219.32,368.92,368.92,10.30484647,123.69,"[1, 0, 0, 0]"
200,320,200,80,215.41,215.41,377.36,377.36,9.462322208,121.66,"[1, 0, 0, 0]"
200,330,200,70,211.9,211.9,385.88,385.88,8.746162263,120.42,"[1, 0, 0, 0]"
200,340,200,60,208.81,208.81,394.46,394.46,8.130102354,120,"[1, 0, 0, 0]"
200,350,200,50,206.16,206.16,403.11,403.11,7.594643369,120.42,"[1, 0, 0, 0]"
210,350,190,50,196.47,215.87,398.25,408.17,8.130102354,110.45,"[0, 1, 0, 0]"
220,350,180,50,186.82,225.61,393.57,413.4,8.746162263,100.5,"[0, 1, 0, 0]"
230,350,170,50,177.2,235.37,389.1,418.81,9.462322208,90.55,"[0, 1, 0, 0]"
240,350,160,50,167.63,245.15,384.84,424.38,10.30484647,80.62,"[0, 1, 0, 0]"
250,350,150,50,158.11,254.95,380.79,430.12,11.30993247,70.71,"[0, 1, 0, 0]"
260,350,140,50,148.66,264.76,376.96,436,12.52880771,60.83,"[0, 1, 0, 0]"
270,350,130,50,139.28,274.59,373.36,442.04,14.03624347,50.99,"[0, 1, 0, 0]"
280,350,120,50,130,284.43,370,448.22,15.9453959,41.23,"[0, 1, 0, 0]"
290,350,110,50,120.83,294.28,366.88,454.53,18.43494882,31.62,"[0, 1, 0, 0]"
300,350,100,50,111.8,304.14,364.01,460.98,21.80140949,22.36,"[0, 1, 0, 0]"
310,350,90,50,102.96,314.01,361.39,467.55,26.56505118,14.14,"[0, 1, 0, 0]"
320,350,80,50,94.34,323.88,359.03,474.24,33.69006753,10,"[0, 1, 0, 0]"
320,340,80,60,100,325.58,349.28,466.9,45,0,"[0, 0, 1, 0]"
320,330,80,70,106.3,327.57,339.56,459.67,85.91438322,358.47,"[0, 0, 1, 0]"
320,320,80,80,113.14,329.85,329.85,452.55,90,353.55,"[0, 0, 1, 0]"
320,310,80,90,120.42,332.42,320.16,445.53,94.08561678,348.86,"[0, 0, 1, 0]"
320,300,80,100,128.06,335.26,310.48,438.63,98.13010235,344.38,"[0, 0, 1, 0]"
320,290,80,110,136.01,338.38,300.83,431.86,102.0947571,340.15,"[0, 0, 1, 0]"
320,280,80,120,144.22,341.76,291.2,425.21,105.9453959,336.15,"[0, 0, 1, 0]"
320,270,80,130,152.64,345.4,281.6,418.69,109.6538241,332.42,"[0, 0, 1, 0]"
320,260,80,140,161.25,349.28,272.03,412.31,113.1985905,328.94,"[0, 0, 1, 0]"
320,250,80,150,170,353.41,262.49,406.08,116.5650512,325.73,"[0, 0, 1, 0]"
320,240,80,160,178.89,357.77,252.98,400,119.7448813,322.8,"[0, 0, 1, 0]"
320,230,80,170,187.88,362.35,243.52,394.08,122.7352263,320.16,"[0, 0, 1, 0]"
320,220,80,180,196.98,367.15,234.09,388.33,125.5376778,317.8,"[0, 0, 1, 0]"
320,210,80,190,206.16,372.16,224.72,382.75,128.1572266,315.75,"[0, 0, 1, 0]"
320,200,80,200,215.41,377.36,215.41,377.36,130.6012946,314.01,"[0, 0, 1, 0]"
320,190,80,210,224.72,382.75,206.16,372.16,132.8789036,312.57,"[0, 0, 1, 0]"
320,180,80,220,234.09,388.33,196.98,367.15,135,311.45,"[0, 0, 1, 0]"
320,170,80,230,243.52,394.08,187.88,362.35,136.974934,310.64,"[0, 0, 1, 0]"
320,160,80,240,252.98,400,178.89,357.77,138.8140748,310.16,"[0, 0, 1, 0]"
310,160,90,240,256.32,392.05,183.58,348.86,136.974934,300.17,"[0, 0, 0, 1]"
300,160,100,240,260,384.19,188.68,340,135,290.17,"[0, 0, 0, 1]"
290,160,110,240,264.01,376.43,194.16,331.21,132.8789036,280.18,"[0, 0, 0, 1]"
290,150,110,250,273.13,382.88,186.01,326.5,135,280,"[0, 0, 1, 0]"
290,140,110,260,282.31,389.49,178.04,322.02,136.974934,280.18,"[0, 0, 1, 0]"
280,140,120,260,286.36,382.1,184.39,313.05,135,270.19,"[0, 0, 0, 1]"
270,140,130,260,290.69,374.83,191.05,304.14,132.8789036,260.19,"[0, 0, 0, 1]"
260,140,140,260,295.3,367.7,197.99,295.3,130.6012946,250.2,"[0, 0, 0, 1]"
250,140,150,260,300.17,360.69,205.18,286.53,128.1572266,240.21,"[0, 0, 0, 1]"
240,140,160,260,305.29,353.84,212.6,277.85,125.5376778,230.22,"[0, 0, 0, 1]"
240,150,160,250,296.82,346.55,219.32,283.02,122.7352263,230,"[1, 0, 0, 0]"
230,150,170,250,302.32,339.71,226.72,274.59,119.7448813,220,"[0, 0, 0, 1]"
220,150,180,250,308.06,333.02,234.31,266.27,116.5650512,210,"[0, 0, 0, 1]"
210,150,190,250,314.01,326.5,242.07,258.07,113.1985905,200,"[0, 0, 0, 1]"
200,150,200,250,320.16,320.16,250,250,109.6538241,190,"[0, 0, 0, 1]"
190,150,210,250,326.5,314.01,258.07,242.07,105.9453959,180,"[0, 0, 0, 1]"
180,150,220,250,333.02,308.06,266.27,234.31,102.0947571,170,"[0, 0, 0, 1]"
170,150,230,250,339.71,302.32,274.59,226.72,98.13010235,160,"[0, 0, 0, 1]"
